origin,destination,airline,date,price,days_until_departure
SLU,FDF,3S,2025-05-18,613,-1
SXM,DOM,3S,2025-05-18,1081,-1
SXM,PTP,3S,2025-05-18,1107,-1
SXM,SDQ,3S,2025-05-18,644,-1
BHY,XIY,3U,2025-05-18,453,-1
CAN,CKG,3U,2025-05-18,730,-1
CAN,CTU,3U,2025-05-18,788,-1
CAN,SPN,3U,2025-05-18,1185,-1
CGO,CGQ,3U,2025-05-18,803,-1
CGO,CKG,3U,2025-05-18,333,-1
CGO,CTU,3U,2025-05-18,553,-1
CGO,HGH,3U,2025-05-18,333,-1
CGO,HRB,3U,2025-05-18,536,-1
CGO,KMG,3U,2025-05-18,415,-1
CGO,URC,3U,2025-05-18,698,-1
CGQ,CGO,3U,2025-05-18,486,-1
CGQ,NKG,3U,2025-05-18,683,-1
CGQ,TNA,3U,2025-05-18,1096,-1
CGQ,TSN,3U,2025-05-18,155,-1
CKG,CAN,3U,2025-05-18,728,-1
CKG,CGO,3U,2025-05-18,532,-1
CKG,CSX,3U,2025-05-18,948,-1
CKG,CTU,3U,2025-05-18,883,-1
CKG,CZX,3U,2025-05-18,118,-1
CKG,DLC,3U,2025-05-18,193,-1
CKG,DYG,3U,2025-05-18,980,-1
CKG,HAK,3U,2025-05-18,1072,-1
CKG,HGH,3U,2025-05-18,607,-1
CKG,HKT,3U,2025-05-18,465,-1
CKG,INC,3U,2025-05-18,330,-1
CKG,KHN,3U,2025-05-18,1196,-1
CKG,KMG,3U,2025-05-18,754,-1
CKG,LHW,3U,2025-05-18,858,-1
CKG,LJG,3U,2025-05-18,303,-1
CKG,LXA,3U,2025-05-18,742,-1
CKG,NGB,3U,2025-05-18,808,-1
CKG,NKG,3U,2025-05-18,492,-1
CKG,NNG,3U,2025-05-18,256,-1
CKG,PEK,3U,2025-05-18,537,-1
CKG,PVG,3U,2025-05-18,230,-1
CKG,PZI,3U,2025-05-18,162,-1
CKG,SWA,3U,2025-05-18,615,-1
CKG,SYD,3U,2025-05-18,936,-1
CKG,SYX,3U,2025-05-18,209,-1
CKG,SZX,3U,2025-05-18,718,-1
CKG,TNA,3U,2025-05-18,1041,-1
CKG,TSA,3U,2025-05-18,651,-1
CKG,TSN,3U,2025-05-18,1031,-1
CKG,TYN,3U,2025-05-18,139,-1
CKG,URC,3U,2025-05-18,146,-1
CKG,WUH,3U,2025-05-18,1054,-1
CKG,WUX,3U,2025-05-18,803,-1
CKG,XIY,3U,2025-05-18,208,-1
CKG,XNN,3U,2025-05-18,526,-1
CKG,YIH,3U,2025-05-18,110,-1
CKG,ZHA,3U,2025-05-18,532,-1
CSX,CKG,3U,2025-05-18,1194,-1
CSX,CTU,3U,2025-05-18,817,-1
CSX,FOC,3U,2025-05-18,234,-1
CSX,KMG,3U,2025-05-18,1021,-1
CSX,SHE,3U,2025-05-18,932,-1
CSX,WNZ,3U,2025-05-18,733,-1
CSX,XMN,3U,2025-05-18,724,-1
CTU,CAN,3U,2025-05-18,239,-1
CTU,CGO,3U,2025-05-18,783,-1
CTU,CKG,3U,2025-05-18,392,-1
CTU,CSX,3U,2025-05-18,756,-1
CTU,DCY,3U,2025-05-18,1098,-1
CTU,DSN,3U,2025-05-18,981,-1
CTU,HAK,3U,2025-05-18,929,-1
CTU,HDG,3U,2025-05-18,807,-1
CTU,HET,3U,2025-05-18,1157,-1
CTU,HFE,3U,2025-05-18,623,-1
CTU,HGH,3U,2025-05-18,1107,-1
CTU,HKG,3U,2025-05-18,789,-1
CTU,HKT,3U,2025-05-18,602,-1
CTU,ICN,3U,2025-05-18,793,-1
CTU,INC,3U,2025-05-18,453,-1
CTU,JHG,3U,2025-05-18,921,-1
CTU,JIQ,3U,2025-05-18,211,-1
CTU,JZH,3U,2025-05-18,322,-1
CTU,KHN,3U,2025-05-18,490,-1
CTU,KMG,3U,2025-05-18,124,-1
CTU,KOW,3U,2025-05-18,100,-1
CTU,KWE,3U,2025-05-18,235,-1
CTU,LHW,3U,2025-05-18,409,-1
CTU,LJG,3U,2025-05-18,410,-1
CTU,LUM,3U,2025-05-18,447,-1
CTU,LXA,3U,2025-05-18,130,-1
CTU,LZY,3U,2025-05-18,278,-1
CTU,MEL,3U,2025-05-18,1111,-1
CTU,NKG,3U,2025-05-18,827,-1
CTU,NNG,3U,2025-05-18,694,-1
CTU,PEK,3U,2025-05-18,926,-1
CTU,PVG,3U,2025-05-18,767,-1
CTU,PZI,3U,2025-05-18,564,-1
CTU,SHE,3U,2025-05-18,139,-1
CTU,SJW,3U,2025-05-18,1100,-1
CTU,SYX,3U,2025-05-18,248,-1
CTU,SZX,3U,2025-05-18,1112,-1
CTU,TAO,3U,2025-05-18,994,-1
CTU,TNA,3U,2025-05-18,637,-1
CTU,TSA,3U,2025-05-18,772,-1
CTU,TSN,3U,2025-05-18,1030,-1
CTU,TYN,3U,2025-05-18,262,-1
CTU,URC,3U,2025-05-18,889,-1
CTU,WNZ,3U,2025-05-18,880,-1
CTU,WUH,3U,2025-05-18,788,-1
CTU,WUX,3U,2025-05-18,1172,-1
CTU,WXN,3U,2025-05-18,944,-1
CTU,XIC,3U,2025-05-18,396,-1
CTU,XIY,3U,2025-05-18,434,-1
CTU,XMN,3U,2025-05-18,803,-1
CTU,XNN,3U,2025-05-18,377,-1
CTU,XUZ,3U,2025-05-18,1012,-1
CTU,YIH,3U,2025-05-18,192,-1
CTU,YTY,3U,2025-05-18,589,-1
CZX,CKG,3U,2025-05-18,1056,-1
CZX,HRB,3U,2025-05-18,190,-1
CZX,XMN,3U,2025-05-18,907,-1
CZX,ZUH,3U,2025-05-18,964,-1
DAT,TYN,3U,2025-05-18,1191,-1
DCY,CTU,3U,2025-05-18,1081,-1
DLC,CKG,3U,2025-05-18,1135,-1
DLC,HGH,3U,2025-05-18,567,-1
DLC,HRB,3U,2025-05-18,759,-1
DLC,TNA,3U,2025-05-18,1133,-1
DLC,XUZ,3U,2025-05-18,322,-1
DNH,LHW,3U,2025-05-18,300,-1
DSN,CTU,3U,2025-05-18,618,-1
DSN,SHE,3U,2025-05-18,187,-1
DYG,CKG,3U,2025-05-18,434,-1
DYG,NKG,3U,2025-05-18,819,-1
FOC,CSX,3U,2025-05-18,734,-1
FOC,XIY,3U,2025-05-18,231,-1
GXH,LXA,3U,2025-05-18,451,-1
GXH,XIY,3U,2025-05-18,529,-1
HAK,CKG,3U,2025-05-18,662,-1
HAK,CTU,3U,2025-05-18,748,-1
HAK,HGH,3U,2025-05-18,1038,-1
HAK,NGB,3U,2025-05-18,1157,-1
HAK,ZUH,3U,2025-05-18,1006,-1
HDG,CTU,3U,2025-05-18,587,-1
HET,CTU,3U,2025-05-18,781,-1
HFE,CTU,3U,2025-05-18,809,-1
HGH,CGO,3U,2025-05-18,624,-1
HGH,CKG,3U,2025-05-18,297,-1
HGH,CTU,3U,2025-05-18,741,-1
HGH,DLC,3U,2025-05-18,1065,-1
HGH,HAK,3U,2025-05-18,660,-1
HGH,KWE,3U,2025-05-18,252,-1
HGH,TSN,3U,2025-05-18,153,-1
HGH,TYN,3U,2025-05-18,591,-1
HKG,CTU,3U,2025-05-18,361,-1
HKG,YIH,3U,2025-05-18,406,-1
HKG,ZHA,3U,2025-05-18,940,-1
HKT,CKG,3U,2025-05-18,1071,-1
HKT,CTU,3U,2025-05-18,780,-1
HRB,CGO,3U,2025-05-18,696,-1
HRB,CZX,3U,2025-05-18,106,-1
HRB,DLC,3U,2025-05-18,1164,-1
HRB,INC,3U,2025-05-18,1067,-1
HRB,NGB,3U,2025-05-18,510,-1
HRB,NKG,3U,2025-05-18,602,-1
HRB,NZH,3U,2025-05-18,241,-1
HRB,SJW,3U,2025-05-18,448,-1
HRB,TNA,3U,2025-05-18,178,-1
HRB,TSN,3U,2025-05-18,382,-1
HRB,WNZ,3U,2025-05-18,1124,-1
HRB,WUH,3U,2025-05-18,132,-1
HRB,XIY,3U,2025-05-18,731,-1
HRB,XUZ,3U,2025-05-18,117,-1
ICN,CTU,3U,2025-05-18,351,-1
INC,CKG,3U,2025-05-18,412,-1
INC,CTU,3U,2025-05-18,615,-1
INC,HRB,3U,2025-05-18,1011,-1
INC,KWL,3U,2025-05-18,510,-1
JGN,LHW,3U,2025-05-18,573,-1
JHG,CTU,3U,2025-05-18,393,-1
JHG,KMG,3U,2025-05-18,970,-1
JIQ,CTU,3U,2025-05-18,868,-1
JJN,KWE,3U,2025-05-18,1119,-1
JJN,WUH,3U,2025-05-18,477,-1
JZH,CTU,3U,2025-05-18,1111,-1
KHG,URC,3U,2025-05-18,604,-1
KHN,CKG,3U,2025-05-18,473,-1
KHN,CTU,3U,2025-05-18,1142,-1
KHN,KMG,3U,2025-05-18,810,-1
KHN,NGB,3U,2025-05-18,807,-1
KMG,CGO,3U,2025-05-18,837,-1
KMG,CKG,3U,2025-05-18,266,-1
KMG,CSX,3U,2025-05-18,969,-1
KMG,CTU,3U,2025-05-18,140,-1
KMG,JHG,3U,2025-05-18,273,-1
KMG,KHN,3U,2025-05-18,972,-1
KMG,KWE,3U,2025-05-18,264,-1
KMG,LUM,3U,2025-05-18,629,-1
KMG,NGB,3U,2025-05-18,254,-1
KMG,NKG,3U,2025-05-18,1021,-1
KMG,TAO,3U,2025-05-18,1180,-1
KMG,TNA,3U,2025-05-18,745,-1
KMG,TPE,3U,2025-05-18,557,-1
KMG,WXN,3U,2025-05-18,238,-1
KMG,XIY,3U,2025-05-18,422,-1
KMG,XMN,3U,2025-05-18,644,-1
KMG,XUZ,3U,2025-05-18,839,-1
KOW,CTU,3U,2025-05-18,787,-1
KOW,XMN,3U,2025-05-18,1080,-1
KWE,CTU,3U,2025-05-18,691,-1
KWE,HGH,3U,2025-05-18,737,-1
KWE,JJN,3U,2025-05-18,396,-1
KWE,KMG,3U,2025-05-18,287,-1
KWE,LHW,3U,2025-05-18,829,-1
KWE,SYX,3U,2025-05-18,646,-1
KWE,WNZ,3U,2025-05-18,469,-1
KWE,XUZ,3U,2025-05-18,1118,-1
KWL,INC,3U,2025-05-18,549,-1
KWL,SJW,3U,2025-05-18,484,-1
KWL,SYX,3U,2025-05-18,479,-1
LHW,CKG,3U,2025-05-18,558,-1
LHW,CTU,3U,2025-05-18,387,-1
LHW,DNH,3U,2025-05-18,819,-1
LHW,JGN,3U,2025-05-18,1133,-1
LHW,KWE,3U,2025-05-18,500,-1
LHW,TSN,3U,2025-05-18,1171,-1
LJG,CKG,3U,2025-05-18,487,-1
LJG,CTU,3U,2025-05-18,199,-1
LJG,MIG,3U,2025-05-18,858,-1
LUM,CTU,3U,2025-05-18,843,-1
LUM,KMG,3U,2025-05-18,1013,-1
LXA,CKG,3U,2025-05-18,365,-1
LXA,CTU,3U,2025-05-18,305,-1
LXA,GXH,3U,2025-05-18,739,-1
LXA,XIY,3U,2025-05-18,333,-1
LXA,XNN,3U,2025-05-18,672,-1
LYI,XIY,3U,2025-05-18,544,-1
LZY,CTU,3U,2025-05-18,445,-1
MEL,CTU,3U,2025-05-18,731,-1
MIG,LJG,3U,2025-05-18,979,-1
MIG,NKG,3U,2025-05-18,1174,-1
MIG,SYX,3U,2025-05-18,1174,-1
MIG,XNN,3U,2025-05-18,715,-1
NGB,CKG,3U,2025-05-18,921,-1
NGB,HAK,3U,2025-05-18,1156,-1
NGB,HRB,3U,2025-05-18,1014,-1
NGB,KHN,3U,2025-05-18,1104,-1
NGB,KMG,3U,2025-05-18,705,-1
NGB,SHE,3U,2025-05-18,517,-1
NGB,SYX,3U,2025-05-18,320,-1
NKG,CGQ,3U,2025-05-18,1019,-1
NKG,CKG,3U,2025-05-18,494,-1
NKG,CTU,3U,2025-05-18,908,-1
NKG,DYG,3U,2025-05-18,680,-1
NKG,HRB,3U,2025-05-18,1159,-1
NKG,KMG,3U,2025-05-18,888,-1
NKG,MIG,3U,2025-05-18,946,-1
NKG,SYX,3U,2025-05-18,458,-1
NNG,CKG,3U,2025-05-18,339,-1
NNG,CTU,3U,2025-05-18,501,-1
NNG,SGN,3U,2025-05-18,875,-1
NNG,WUH,3U,2025-05-18,709,-1
NTG,WUH,3U,2025-05-18,1086,-1
NZH,HRB,3U,2025-05-18,1166,-1
PEK,CKG,3U,2025-05-18,869,-1
PEK,CTU,3U,2025-05-18,376,-1
PEK,WXN,3U,2025-05-18,197,-1
PEK,ZHY,3U,2025-05-18,497,-1
PVG,CKG,3U,2025-05-18,836,-1
PVG,CTU,3U,2025-05-18,686,-1
PVG,SPN,3U,2025-05-18,813,-1
PZI,CKG,3U,2025-05-18,628,-1
PZI,CTU,3U,2025-05-18,989,-1
SGN,NNG,3U,2025-05-18,562,-1
SHE,CSX,3U,2025-05-18,227,-1
SHE,CTU,3U,2025-05-18,593,-1
SHE,DSN,3U,2025-05-18,542,-1
SHE,NGB,3U,2025-05-18,995,-1
SHE,TYN,3U,2025-05-18,1064,-1
SHE,XUZ,3U,2025-05-18,360,-1
SHE,YVR,3U,2025-05-18,700,-1
SJW,CTU,3U,2025-05-18,354,-1
SJW,HRB,3U,2025-05-18,272,-1
SJW,KWL,3U,2025-05-18,464,-1
SPN,CAN,3U,2025-05-18,1095,-1
SPN,PVG,3U,2025-05-18,443,-1
SWA,CKG,3U,2025-05-18,1002,-1
SYD,CKG,3U,2025-05-18,432,-1
SYX,CKG,3U,2025-05-18,1151,-1
SYX,CTU,3U,2025-05-18,1131,-1
SYX,KWE,3U,2025-05-18,489,-1
SYX,KWL,3U,2025-05-18,877,-1
SYX,MIG,3U,2025-05-18,744,-1
SYX,NGB,3U,2025-05-18,1049,-1
SYX,NKG,3U,2025-05-18,1100,-1
SYX,TNA,3U,2025-05-18,507,-1
SYX,WNZ,3U,2025-05-18,672,-1
SYX,YBP,3U,2025-05-18,942,-1
SZX,CKG,3U,2025-05-18,338,-1
SZX,CTU,3U,2025-05-18,483,-1
SZX,WXN,3U,2025-05-18,360,-1
TAO,CTU,3U,2025-05-18,702,-1
TAO,KMG,3U,2025-05-18,1064,-1
TNA,CGQ,3U,2025-05-18,864,-1
TNA,CKG,3U,2025-05-18,895,-1
TNA,CTU,3U,2025-05-18,533,-1
TNA,DLC,3U,2025-05-18,939,-1
TNA,HRB,3U,2025-05-18,434,-1
TNA,KMG,3U,2025-05-18,479,-1
TNA,SYX,3U,2025-05-18,1070,-1
TNA,XIY,3U,2025-05-18,235,-1
TPE,KMG,3U,2025-05-18,941,-1
TSA,CKG,3U,2025-05-18,1042,-1
TSA,CTU,3U,2025-05-18,816,-1
TSN,CGQ,3U,2025-05-18,749,-1
TSN,CKG,3U,2025-05-18,955,-1
TSN,CTU,3U,2025-05-18,740,-1
TSN,HGH,3U,2025-05-18,456,-1
TSN,HRB,3U,2025-05-18,895,-1
TSN,LHW,3U,2025-05-18,307,-1
TVS,TYN,3U,2025-05-18,1054,-1
TYN,CKG,3U,2025-05-18,150,-1
TYN,CTU,3U,2025-05-18,1199,-1
TYN,DAT,3U,2025-05-18,806,-1
TYN,HGH,3U,2025-05-18,556,-1
TYN,SHE,3U,2025-05-18,495,-1
TYN,TVS,3U,2025-05-18,857,-1
URC,CGO,3U,2025-05-18,422,-1
URC,CKG,3U,2025-05-18,724,-1
URC,CTU,3U,2025-05-18,878,-1
URC,KHG,3U,2025-05-18,826,-1
URC,XIY,3U,2025-05-18,406,-1
UYN,XIY,3U,2025-05-18,902,-1
WNZ,CSX,3U,2025-05-18,393,-1
WNZ,CTU,3U,2025-05-18,1151,-1
WNZ,HRB,3U,2025-05-18,1184,-1
WNZ,KWE,3U,2025-05-18,1179,-1
WNZ,SYX,3U,2025-05-18,1123,-1
WUH,CKG,3U,2025-05-18,885,-1
WUH,CTU,3U,2025-05-18,557,-1
WUH,HRB,3U,2025-05-18,199,-1
WUH,JJN,3U,2025-05-18,134,-1
WUH,NNG,3U,2025-05-18,233,-1
WUH,NTG,3U,2025-05-18,648,-1
WUX,CKG,3U,2025-05-18,334,-1
WUX,CTU,3U,2025-05-18,270,-1
WXN,CTU,3U,2025-05-18,214,-1
WXN,KMG,3U,2025-05-18,127,-1
WXN,PEK,3U,2025-05-18,524,-1
WXN,SZX,3U,2025-05-18,752,-1
XIC,CTU,3U,2025-05-18,685,-1
XIY,BHY,3U,2025-05-18,319,-1
XIY,CKG,3U,2025-05-18,1056,-1
XIY,CTU,3U,2025-05-18,856,-1
XIY,FOC,3U,2025-05-18,530,-1
XIY,GXH,3U,2025-05-18,404,-1
XIY,HRB,3U,2025-05-18,579,-1
XIY,KMG,3U,2025-05-18,218,-1
XIY,LXA,3U,2025-05-18,697,-1
XIY,LYI,3U,2025-05-18,608,-1
XIY,TNA,3U,2025-05-18,125,-1
XIY,URC,3U,2025-05-18,112,-1
XIY,UYN,3U,2025-05-18,886,-1
XIY,XMN,3U,2025-05-18,234,-1
XIY,XNN,3U,2025-05-18,475,-1
XIY,YBP,3U,2025-05-18,1055,-1
XMN,CSX,3U,2025-05-18,1046,-1
XMN,CTU,3U,2025-05-18,340,-1
XMN,CZX,3U,2025-05-18,250,-1
XMN,KMG,3U,2025-05-18,493,-1
XMN,KOW,3U,2025-05-18,1032,-1
XMN,XIY,3U,2025-05-18,183,-1
XNN,CKG,3U,2025-05-18,655,-1
XNN,CTU,3U,2025-05-18,530,-1
XNN,LXA,3U,2025-05-18,728,-1
XNN,MIG,3U,2025-05-18,819,-1
XNN,XIY,3U,2025-05-18,423,-1
XNN,ZHY,3U,2025-05-18,357,-1
XUZ,CTU,3U,2025-05-18,951,-1
XUZ,DLC,3U,2025-05-18,238,-1
XUZ,HRB,3U,2025-05-18,125,-1
XUZ,KMG,3U,2025-05-18,373,-1
XUZ,KWE,3U,2025-05-18,894,-1
XUZ,SHE,3U,2025-05-18,185,-1
YBP,SYX,3U,2025-05-18,1007,-1
YBP,XIY,3U,2025-05-18,777,-1
YIH,CKG,3U,2025-05-18,582,-1
YIH,CTU,3U,2025-05-18,323,-1
YIH,HKG,3U,2025-05-18,1129,-1
YTY,CTU,3U,2025-05-18,596,-1
YVR,SHE,3U,2025-05-18,816,-1
ZHA,CKG,3U,2025-05-18,1158,-1
ZHA,HKG,3U,2025-05-18,734,-1
ZHY,PEK,3U,2025-05-18,1162,-1
ZHY,XNN,3U,2025-05-18,1125,-1
ZUH,CZX,3U,2025-05-18,494,-1
ZUH,HAK,3U,2025-05-18,384,-1
LAS,LAX,4B,2025-05-18,549,-1
LAX,LAS,4B,2025-05-18,317,-1
CAI,TLV,4D,2025-05-18,1061,-1
TLV,CAI,4D,2025-05-18,257,-1
MCG,NIB,4E,2025-05-18,1050,-1
MCG,TCT,4E,2025-05-18,223,-1
NIB,MCG,4E,2025-05-18,136,-1
TCT,TLJ,4E,2025-05-18,487,-1
TLJ,MCG,4E,2025-05-18,859,-1
EYK,VKO,4G,2025-05-18,129,-1
NCU,VKO,4G,2025-05-18,829,-1
NUX,TJM,4G,2025-05-18,394,-1
NUX,UFA,4G,2025-05-18,181,-1
NUX,VKO,4G,2025-05-18,482,-1
NYM,OVS,4G,2025-05-18,403,-1
NYM,VKO,4G,2025-05-18,242,-1
OVS,NYM,4G,2025-05-18,168,-1
OVS,SVX,4G,2025-05-18,169,-1
OVS,VKO,4G,2025-05-18,733,-1
SVX,OVS,4G,2025-05-18,516,-1
TJM,NUX,4G,2025-05-18,727,-1
UCT,VKO,4G,2025-05-18,524,-1
UFA,NUX,4G,2025-05-18,640,-1
VKO,EYK,4G,2025-05-18,363,-1
VKO,NCU,4G,2025-05-18,1031,-1
VKO,NUX,4G,2025-05-18,320,-1
VKO,NYM,4G,2025-05-18,289,-1
VKO,OVS,4G,2025-05-18,235,-1
VKO,UCT,4G,2025-05-18,444,-1
BKK,DAC,4H,2025-05-18,479,-1
BZL,DAC,4H,2025-05-18,613,-1
CCU,CGP,4H,2025-05-18,567,-1
CCU,DAC,4H,2025-05-18,232,-1
CGP,CCU,4H,2025-05-18,994,-1
CGP,DAC,4H,2025-05-18,205,-1
CGP,MCT,4H,2025-05-18,203,-1
CXB,DAC,4H,2025-05-18,206,-1
DAC,BKK,4H,2025-05-18,1015,-1
DAC,BZL,4H,2025-05-18,838,-1
DAC,CCU,4H,2025-05-18,558,-1
DAC,CGP,4H,2025-05-18,924,-1
DAC,CXB,4H,2025-05-18,291,-1
DAC,DXB,4H,2025-05-18,789,-1
DAC,JED,4H,2025-05-18,951,-1
DAC,JSR,4H,2025-05-18,307,-1
DAC,KTM,4H,2025-05-18,707,-1
DAC,KUL,4H,2025-05-18,728,-1
DAC,MCT,4H,2025-05-18,793,-1
DAC,SPD,4H,2025-05-18,744,-1
DAC,ZYL,4H,2025-05-18,1120,-1
DXB,DAC,4H,2025-05-18,582,-1
JED,DAC,4H,2025-05-18,558,-1
JSR,DAC,4H,2025-05-18,892,-1
KTM,DAC,4H,2025-05-18,332,-1
KUL,DAC,4H,2025-05-18,212,-1
MCT,CGP,4H,2025-05-18,223,-1
MCT,DAC,4H,2025-05-18,577,-1
RJH,DAC,4H,2025-05-18,495,-1
SPD,DAC,4H,2025-05-18,856,-1
SPD,RJH,4H,2025-05-18,1179,-1
ZYL,DAC,4H,2025-05-18,246,-1
YGZ,YRB,4K,2025-05-18,652,-1
YRB,YGZ,4K,2025-05-18,448,-1
DFW,EZE,4M,2025-05-18,991,-1
EZE,DFW,4M,2025-05-18,893,-1
EZE,JFK,4M,2025-05-18,1054,-1
EZE,MIA,4M,2025-05-18,727,-1
EZE,PUJ,4M,2025-05-18,1106,-1
JFK,EZE,4M,2025-05-18,592,-1
MIA,EZE,4M,2025-05-18,685,-1
MIA,PUJ,4M,2025-05-18,448,-1
PUJ,EZE,4M,2025-05-18,165,-1
PUJ,MIA,4M,2025-05-18,1038,-1
YEG,YXY,4N,2025-05-18,365,-1
YLW,YVR,4N,2025-05-18,167,-1
YLW,YXY,4N,2025-05-18,1038,-1
YOW,YZF,4N,2025-05-18,1146,-1
YVR,YLW,4N,2025-05-18,1046,-1
YVR,YXY,4N,2025-05-18,434,-1
YXY,YLW,4N,2025-05-18,661,-1
YXY,YVR,4N,2025-05-18,837,-1
YXY,YYC,4N,2025-05-18,1149,-1
YXY,YZF,4N,2025-05-18,688,-1
YYC,YEG,4N,2025-05-18,457,-1
YZF,YOW,4N,2025-05-18,987,-1
YZF,YXY,4N,2025-05-18,977,-1
ACA,MEX,4O,2025-05-18,861,-1
ACA,TLC,4O,2025-05-18,125,-1
AGU,MEX,4O,2025-05-18,337,-1
BOG,MEX,4O,2025-05-18,332,-1
CEN,MEX,4O,2025-05-18,338,-1
CJS,MEX,4O,2025-05-18,129,-1
CME,MEX,4O,2025-05-18,1130,-1
CPE,MEX,4O,2025-05-18,318,-1
CTM,MEX,4O,2025-05-18,623,-1
CUL,MEX,4O,2025-05-18,358,-1
CUN,MEX,4O,2025-05-18,1195,-1
CUN,MTY,4O,2025-05-18,1159,-1
CUN,TLC,4O,2025-05-18,1030,-1
CUU,MEX,4O,2025-05-18,859,-1
CZM,MEX,4O,2025-05-18,804,-1
GDL,MEX,4O,2025-05-18,559,-1
GDL,MTY,4O,2025-05-18,1049,-1
GDL,SAT,4O,2025-05-18,607,-1
GDL,SJD,4O,2025-05-18,1049,-1
GDL,SNA,4O,2025-05-18,303,-1
GDL,TIJ,4O,2025-05-18,948,-1
GUA,MEX,4O,2025-05-18,804,-1
HAV,MEX,4O,2025-05-18,962,-1
HMO,MEX,4O,2025-05-18,472,-1
HUX,MEX,4O,2025-05-18,601,-1
JFK,MEX,4O,2025-05-18,529,-1
LAP,MEX,4O,2025-05-18,578,-1
LAS,MTY,4O,2025-05-18,969,-1
LAS,TLC,4O,2025-05-18,1179,-1
MEX,ACA,4O,2025-05-18,774,-1
MEX,AGU,4O,2025-05-18,707,-1
MEX,BOG,4O,2025-05-18,1151,-1
MEX,CEN,4O,2025-05-18,643,-1
MEX,CJS,4O,2025-05-18,1014,-1
MEX,CME,4O,2025-05-18,504,-1
MEX,CPE,4O,2025-05-18,985,-1
MEX,CTM,4O,2025-05-18,889,-1
MEX,CUL,4O,2025-05-18,649,-1
MEX,CUN,4O,2025-05-18,569,-1
MEX,CUU,4O,2025-05-18,1175,-1
MEX,CZM,4O,2025-05-18,908,-1
MEX,GDL,4O,2025-05-18,292,-1
MEX,GUA,4O,2025-05-18,563,-1
MEX,HAV,4O,2025-05-18,786,-1
MEX,HMO,4O,2025-05-18,1052,-1
MEX,HUX,4O,2025-05-18,442,-1
MEX,JFK,4O,2025-05-18,160,-1
MEX,LAP,4O,2025-05-18,1189,-1
MEX,MIA,4O,2025-05-18,991,-1
MEX,MID,4O,2025-05-18,514,-1
MEX,MTT,4O,2025-05-18,439,-1
MEX,MTY,4O,2025-05-18,759,-1
MEX,MZT,4O,2025-05-18,1026,-1
MEX,OAX,4O,2025-05-18,668,-1
MEX,PQM,4O,2025-05-18,1088,-1
MEX,PVR,4O,2025-05-18,1148,-1
MEX,REX,4O,2025-05-18,1123,-1
MEX,SAT,4O,2025-05-18,1081,-1
MEX,SJD,4O,2025-05-18,184,-1
MEX,SJO,4O,2025-05-18,819,-1
MEX,SNA,4O,2025-05-18,861,-1
MEX,TAM,4O,2025-05-18,361,-1
MEX,TGZ,4O,2025-05-18,312,-1
MEX,TIJ,4O,2025-05-18,916,-1
MEX,TRC,4O,2025-05-18,802,-1
MEX,VER,4O,2025-05-18,244,-1
MEX,VSA,4O,2025-05-18,820,-1
MEX,ZCL,4O,2025-05-18,236,-1
MEX,ZIH,4O,2025-05-18,560,-1
MEX,ZLO,4O,2025-05-18,348,-1
MIA,MEX,4O,2025-05-18,1101,-1
MID,MEX,4O,2025-05-18,1004,-1
MTT,MEX,4O,2025-05-18,819,-1
MTY,CUN,4O,2025-05-18,668,-1
MTY,GDL,4O,2025-05-18,867,-1
MTY,LAS,4O,2025-05-18,222,-1
MTY,MEX,4O,2025-05-18,640,-1
MTY,SAT,4O,2025-05-18,294,-1
MTY,TLC,4O,2025-05-18,804,-1
MZT,MEX,4O,2025-05-18,901,-1
OAX,MEX,4O,2025-05-18,1137,-1
PQM,MEX,4O,2025-05-18,473,-1
PVR,MEX,4O,2025-05-18,135,-1
PVR,TLC,4O,2025-05-18,103,-1
REX,MEX,4O,2025-05-18,849,-1
SAT,GDL,4O,2025-05-18,404,-1
SAT,MEX,4O,2025-05-18,1051,-1
SAT,MTY,4O,2025-05-18,176,-1
SAT,TLC,4O,2025-05-18,1017,-1
SJD,GDL,4O,2025-05-18,263,-1
SJD,MEX,4O,2025-05-18,260,-1
SJD,TLC,4O,2025-05-18,651,-1
SJO,MEX,4O,2025-05-18,712,-1
SNA,GDL,4O,2025-05-18,804,-1
SNA,MEX,4O,2025-05-18,105,-1
TAM,MEX,4O,2025-05-18,791,-1
TGZ,MEX,4O,2025-05-18,1098,-1
TIJ,GDL,4O,2025-05-18,1102,-1
TIJ,MEX,4O,2025-05-18,177,-1
TLC,ACA,4O,2025-05-18,604,-1
TLC,CUN,4O,2025-05-18,877,-1
TLC,LAS,4O,2025-05-18,805,-1
TLC,MTY,4O,2025-05-18,391,-1
TLC,PVR,4O,2025-05-18,213,-1
TLC,SAT,4O,2025-05-18,412,-1
TLC,SJD,4O,2025-05-18,667,-1
TLC,ZIH,4O,2025-05-18,307,-1
TRC,MEX,4O,2025-05-18,896,-1
VER,MEX,4O,2025-05-18,605,-1
VSA,MEX,4O,2025-05-18,1162,-1
ZCL,MEX,4O,2025-05-18,210,-1
ZIH,MEX,4O,2025-05-18,572,-1
ZIH,TLC,4O,2025-05-18,428,-1
ZLO,MEX,4O,2025-05-18,619,-1
DEL,HEA,4Q,2025-05-18,1118,-1
DEL,KBL,4Q,2025-05-18,446,-1
DXB,KBL,4Q,2025-05-18,284,-1
HEA,DEL,4Q,2025-05-18,912,-1
